Ensembl_ID	Oma-1_042310	Oma-1_IP	Lin-41_IP	baseMean	Oma1_padj	Lin41_padj	biotype	name	external_name	mapq_effect	oma1_042310_fpkm	lysRZ_fpkm	oma1_fpkm	lin41_fpkm	gonad.baseMean	gonadLog2FoldChange	gonadPadj	oocyte_fpkm	sperm_fpkm		
WBGene00020397	-0.139710107	-0.494862717	-0.997299444	93.34538108	1.00E+00	1.00E+00	protein_coding	pcbd-1	pcbd-1	FALSE	17.55	19.35	13.67	9.56	445.9637323	0.079182824	0.672745516	21.004	22.193		
WBGene00002042	-0.567316396	-0.488341726	-0.997341916	141.134767	1.00E+00	1.00E+00	protein_coding	hus-1	hus-1	FALSE	12.51	18.61	13.24	9.26	1079.430797	-0.443752153	0.000192278	40.125	29.503		
WBGene00007993	-1.736717557	-2.112291797	-0.997465185	283.657312	1.00E+00	1.00E+00	protein_coding	idhb-1	idhb-1	FALSE	6.88	23.08	5.29	11.52	840.5182284	-1.22211826	2.93E-08	19.454	8.333		
WBGene00008385	-1.894103386	-1.4793218	-0.997511952	2486.235463	1.00E+00	1.00E+00	protein_coding	D1081.7	D1081.7	FALSE	32.97	122.66	43.93	61.38	16120.04299	-0.608393731	3.38E-07	200.966	131.805		
WBGene00012202	0.082747414	0.369588796	-0.998548556	47.4280613	4.83E-01	1.00E+00	protein_coding	W02B12.4	W02B12.4	FALSE	2.6	2.48	3.21	1.21	16.88331251	1.064195729	0.023073271	0.17	0.361		
WBGene00003175	-1.850836498	-1.543459046	-0.998571182	51.62164085	1.00E+00	1.00E+00	protein_coding	mec-12	mec-12	FALSE	1.24	4.66	1.55	2.3	22.86929443	1.033268048	0.005712305	0.281	0.57		
WBGene00008263	-0.405569671	-2.305941799	-0.998580669	1.916360476	1.00E+00	NA	protein_coding	C53A5.2	C53A5.2	FALSE	0.55	0.87	0	0.31	20.05145339	2.307357028	1.44E-10	0.583	2.894		
WBGene00001444	-1.793577576	-0.928962359	-0.998939479	29.69787363	1.00E+00	1.00E+00	protein_coding	flp-1	flp-1	FALSE	1.5	5.95	3.03	2.89	12.19759389	-0.260521397	0.83065797	0.574	0.476		
WBGene00200584	-0.898534429	-1.130926241	-0.999355258	1.378289608	1.00E+00	NA	ncRNA		B0334.19	FALSE	0	0.73	0	0	0.390808851	1.995979829	0.437079074	0	0.155		
WBGene00014006	-1.852128836	-1.99092434	-0.999432572	15.60640516	1.00E+00	1.00E+00	protein_coding	ZK596.1	ZK596.1	FALSE	0.35	2	0.42	0.93	14.9405796	0.573319245	0.659474419	0.442	0.661		
WBGene00004878	0.844987992	0.446275058	-0.999547651	23.74840691	5.58E-01	1.00E+00	protein_coding	smf-3	smf-3	FALSE	2.16	1.21	1.68	0.58	11.11505809	0.932449442	0.252381253	0.124	0.235		
WBGene00016845	-2.662646925	-2.510924378	-1.001381513	26.33871107	1.00E+00	1.00E+00	protein_coding	C50F7.5	C50F7.5	FALSE	0.56	4.25	0.66	2.05	32.80469824	-0.515001124	0.59095947	2.012	4.492		
WBGene00010013	-0.120767165	-0.182771366	-1.001432491	4094.939204	1.00E+00	1.00E+00	protein_coding	F54B3.1	F54B3.1	FALSE	34.53	37.61	33.13	18.77	4821.099706	-0.35523456	0.335691039	14.611	11.417		
WBGene00195147	-1.066701164	0.42725973	-1.001467842	1.100984622	NA	NA	protein_coding	F14E5.8	F14E5.8	FALSE	0	0.23	0.4	0	377.5263227	9.671233361	2.97E-80	0.071	54.163		
WBGene00003727	-0.938499869	-2.724700905	-1.001617915	17.35537904	1.00E+00	1.00E+00	protein_coding	nhr-137	nhr-137	FALSE	0.66	1.32	0.16	0.62	7.587288287	0.953847478	0.249813494	0.083	0.159		
WBGene00200355	-1.564896284	-0.381058172	-1.001749622	2.889546467	1.00E+00	1.00E+00	ncRNA		F22A3.15	FALSE	0	0.94	0.64	0.29	NA	NA	NA	NA	NA		
WBGene00002153	-1.377599159	-0.979130613	-1.001874079	708.1497534	1.00E+00	1.00E+00	protein_coding	iars-2	iars-2	FALSE	10.65	27.81	14.08	13.87	5001.481812	-0.070377027	0.558945229	46.268	44.061		
WBGene00017149	1.687795364	2.417877712	-1.001882709	3.602669826	5.96E-02	1.00E+00	protein_coding	EGAP4.1	EGAP4.1	FALSE	0.86	0.17	1.53	0	0.734811643	2.940976949	0.118601401	0	0.08		
WBGene00021196	0.426084517	-0.429678685	-1.001927145	1.324503829	1.00E+00	NA	protein_coding	Y17G9A.3	Y17G9A.3	FALSE	0.4	0.29	0.18	0.07	1.709893022	2.557679607	0.07224647	0.02	0.124		
WBGene00007108	-1.140068198	-0.9048126	-1.002111968	345.3342424	1.00E+00	1.00E+00	protein_coding	gspd-1	gspd-1	FALSE	11.44	25.39	13.52	12.63	3900.087253	0.285014815	0.000642699	59.951	73.049		
WBGene00012853	-1.11483469	-0.712558402	-1.002145728	8.708885655	1.00E+00	1.00E+00	protein_coding	Y44A6D.2	Y44A6D.2	FALSE	0.77	1.9	1.09	0.86	7.675120281	0.743695112	0.391029761	0.279	0.465		
WBGene00009994	-0.927108976	-1.12488562	-1.002397395	343.4110926	1.00E+00	1.00E+00	protein_coding	F53F4.12	F53F4.12	FALSE	16.03	30.55	13.96	15.21	1241.788929	-0.795313383	5.99E-17	36.945	21.299		
WBGene00011664	-1.148070688	-0.774538358	-1.002508554	336.6176713	1.00E+00	1.00E+00	protein_coding	T09F3.5	T09F3.5	FALSE	10.14	22.54	13.16	11.21	1341.408534	-1.103958157	1.93E-42	32.253	15.009		
WBGene00018647	1.494346407	1.253857527	-1.002631253	28.22060975	2.55E-02	1.00E+00	protein_coding	F49F1.7	F49F1.7	FALSE	5.75	2.04	5.01	0.95	26.55303903	2.01069257	6.82E-06	0.372	1.512		
WBGene00011089	-2.731858098	-1.359692424	-1.002654364	46.02172709	1.00E+00	1.00E+00	protein_coding	kmo-1	kmo-1	FALSE	0.65	4.69	1.79	2.3	21.71556634	-0.363120805	0.349095049	0.497	0.387		
WBGene00000597	-2.43302301	-2.499730912	-1.004889022	3002.333328	1.00E+00	1.00E+00	protein_coding	col-8	col-8	FALSE	84.36	470.72	80.21	231.17	1989.294009	1.356741429	0.000614068	36.002	92.456		
WBGene00017475	-0.505345883	-0.62627654	-1.005090739	2.157699415	1.00E+00	NA	protein_coding	F14H12.8	F14H12.8	FALSE	0.2	0.32	0.17	0.11	178.5508048	0.459363731	0.107034448	4.658	6.404		
WBGene00009965	0.403293227	1.378938469	-1.005210369	3.09271308	3.43E-01	1.00E+00	protein_coding	frpr-9	frpr-9	FALSE	0.18	0.12	0.42	0.03	3.357355002	2.033057161	0.004372233	0.026	0.099		
WBGene00013682	-0.325521335	-0.871165771	-1.0052633	1923.671331	1.00E+00	1.00E+00	protein_coding	Y105E8A.25	Y105E8A.25	FALSE	34.41	43.14	23.56	21.47	5936.86693	0.1490587	0.590332131	33.304	36.934		
WBGene00220168	1.826899137	0.650279044	-1.005565991	1.489346874	7.70E-01	NA	snoRNA		Y48A6C.10	FALSE	4.57	0.78	1.7	0	NA	NA	NA	NA	NA		
WBGene00019048	-0.128265865	-0.750762234	-1.005723133	10.92241462	1.00E+00	1.00E+00	protein_coding	F58E2.4	F58E2.4	FALSE	0.46	0.51	0.29	0.23	21.71442984	1.008838085	0.017970469	0.209	0.416		
WBGene00016630	-1.154446575	-1.231952552	-1.005988457	664.3811997	1.00E+00	1.00E+00	protein_coding	acer-1	acer-1	FALSE	25.84	57.59	24.47	28.62	9821.578254	0.179745501	0.092520179	172.908	195.856		
WBGene00219476	0.069849076	-0.084306559	-1.006153068	1.228257118	1.00E+00	NA	protein_coding	D1046.16	D1046.16	FALSE	0.26	0.26	0.24	0	0.508293764	0.244430882	0.92177792	0.039	0.045		
WBGene00044445	-0.153160384	-0.489455728	-1.006294135	11.03273544	1.00E+00	1.00E+00	protein_coding	C02F5.14	C02F5.14	FALSE	2.51	2.84	1.96	1.3	1.278727058	2.496745472	0.125061262	0.175	0.135		
WBGene00022096	-1.389876531	-1.575086767	-1.006571949	2.882003723	1.00E+00	1.00E+00	protein_coding	Y69A2AR.25	Y69A2AR.25	FALSE	0.09	0.39	0.08	0.15	3.416802984	1.853426415	0.086521111	0.041	0.151		
WBGene00002260	0.709677062	-0.148683579	-1.007365999	3.073950613	1.00E+00	1.00E+00	protein_coding	lbp-8	lbp-8	FALSE	0.63	0.33	0.28	0.09	0.649970796	1.875253047	0.390077623	0.009	0.055		
WBGene00009824	-0.810922372	-1.065972224	-1.007686833	37.26490706	1.00E+00	1.00E+00	protein_coding	gpdh-1	gpdh-1	FALSE	1.8	3.46	1.59	1.66	52.70004383	0.455203839	0.527989337	1.007	1.382		
WBGene00000981	-2.6307907	-1.498014024	-1.007727272	40.75833226	1.00E+00	1.00E+00	protein_coding	dhs-18	dhs-18	FALSE	0.75	5.08	1.75	2.49	36.85548406	1.350208395	0.111736607	0.608	1.558		
WBGene00012185	-3.115632332	-2.494133968	-1.007735876	124.2441437	1.00E+00	1.00E+00	protein_coding	W01F3.2	W01F3.2	FALSE	1.99	18.48	3.17	9.08	116.046113	-0.047885156	0.948897721	3.352	3.239		
WBGene00009352	-0.601475885	-0.546527242	-1.008087284	559.3137987	1.00E+00	1.00E+00	protein_coding	F33A8.4	F33A8.4	FALSE	20.22	30.78	21.06	15.28	2781.116345	-0.136765521	0.091696135	45.632	41.514		
WBGene00007340	-0.845957829	-1.208001181	-1.008397693	10.25943199	1.00E+00	1.00E+00	protein_coding	C05D12.2	C05D12.2	FALSE	0.21	0.4	0.16	0.18	11.96138093	1.330493465	0.002219949	0.064	0.16		
WBGene00013333	0.974881353	-1.171898752	-1.008499667	1.580380992	1.00E+00	NA	protein_coding	Y57G11C.44	Y57G11C.44	FALSE	0.85	0.37	0.08	0.1	5.694686488	1.21493399	0.033942496	0.184	0.429		
WBGene00045488	0.723074579	0.560434644	-1.00857346	13.44221552	5.85E-01	1.00E+00	protein_coding	F57B1.9	F57B1.9	FALSE	1.25	0.79	1.21	0.35	18.84323146	1.812922415	0.005158541	0.205	0.72		
WBGene00008339	-1.530187827	-1.228914555	-1.0086557	218.2362071	1.00E+00	1.00E+00	protein_coding	C55A6.10	C55A6.10	FALSE	5.5	16	6.78	7.91	1786.132269	-0.151837599	0.207774212	30.108	27.096		
WBGene00020393	-0.838201116	-0.796869879	-1.00870479	140.1023505	1.00E+00	1.00E+00	protein_coding	T10B5.7	T10B5.7	FALSE	9.99	17.99	10.32	8.9	121.4747442	0.872757244	0.406891939	2.506	4.633		
WBGene00018604	-2.006832329	-2.129666833	-1.00873471	563.6710468	1.00E+00	1.00E+00	protein_coding	uggt-1	uggt-1	FALSE	4.39	17.73	4.03	8.79	1774.218408	-2.203595044	8.80E-42	18.317	3.973		
WBGene00003168	-1.422776584	-1.607809215	-1.008744007	3.078682637	1.00E+00	1.00E+00	protein_coding	mec-4	mec-4	FALSE	0.04	0.17	0.04	0.07	0.477590388	-1.562023102	0.491695818	0.011	0.002		
WBGene00020068	-0.831339446	-0.892756788	-1.009024036	860.1366198	1.00E+00	1.00E+00	protein_coding	cra-1	cra-1	FALSE	18.81	33.52	18.03	16.63	9590.793837	0.150432492	0.528804183	83.928	93.159		
WBGene00019174	-1.752672082	-0.857559188	-1.009588633	3.501366753	1.00E+00	1.00E+00	protein_coding	H09G03.1	H09G03.1	FALSE	0.1	0.58	0.28	0.24	14.11181078	-0.138483735	0.745665751	0.484	0.436		
WBGene00000435	2.534282143	2.389751682	-1.00993697	21.50803662	7.52E-05	1.00E+00	protein_coding	ceh-10	ceh-10	FALSE	4.32	0.68	3.86	0.29	8.575778864	0.58098139	0.345640724	0.186	0.28		
WBGene00013021	-1.715042163	-1.392406197	-1.009940756	453.0611977	1.00E+00	1.00E+00	protein_coding	Y48G10A.4	Y48G10A.4	FALSE	5.72	18.86	7.16	9.34	2047.250145	-0.793945424	5.29E-07	24.975	14.403		
WBGene00021518	-0.812566764	-0.125849497	-1.010255495	196.5993381	1.00E+00	1.00E+00	protein_coding	hpo-6	hpo-6	FALSE	7.97	14.5	13.26	7.11	15.35761755	0.841046484	0.447976816	0.613	0.397		
WBGene00009388	-0.686164174	-1.308273522	-1.010362527	9.858750896	1.00E+00	1.00E+00	protein_coding	F35B12.9	F35B12.9	FALSE	0.66	1.1	0.4	0.51	15.7143558	1.806021666	0.194777291	0.176	0.636		
WBGene00011335	-1.492203726	-1.212376685	-1.010495838	9.69959602	1.00E+00	1.00E+00	protein_coding	T01E8.8	T01E8.8	FALSE	0.42	1.33	0.52	0.6	333.0520231	0.728872055	1.21E-05	6.637	10.986		
WBGene00014159	2.569116866	1.611908495	-1.010572798	26.09333144	7.11E-03	1.00E+00	protein_coding	arrd-4	arrd-4	FALSE	6.55	1.04	3.35	0.47	3.873943612	-3.109130802	0.003376637	0.185	0.02		
WBGene00020192	1.157238681	1.945511046	-1.011056504	28.77949911	2.03E-04	1.00E+00	protein_coding	T03F1.11	T03F1.11	FALSE	11.14	4.86	19.61	2.29	7.808876742	3.74126418	4.67E-06	0.699	1.24		
WBGene00023071	-1.090198188	-1.298618277	-1.01108259	5.181720385	1.00E+00	1.00E+00	snoRNA		F56C9.12	FALSE	1.7	4.76	1.48	1.97	2.732809743	1.780335804	0.026634743	0.329	1.135		
WBGene00003721	-0.352189289	-0.238638714	-1.011281033	18.9038189	1.00E+00	1.00E+00	protein_coding	nhr-131	nhr-131	FALSE	1.27	1.64	1.38	0.78	45.0675465	0.851731703	0.003476449	0.716	1.288		
WBGene00017800	-1.414067361	-1.08987098	-1.011301734	1052.136187	1.00E+00	1.00E+00	protein_coding	F25G6.9	F25G6.9	FALSE	11.55	30.91	14.5	15.32	6719.281461	-0.409593736	0.014223198	52.875	39.801		
WBGene00006486	-0.349233258	-2.102950281	-1.011641677	4.650938905	1.00E+00	1.00E+00	protein_coding	tag-140	tag-140	FALSE	0.26	0.35	0.04	0.14	4.436070281	1.022019116	0.198194667	0.047	0.096		
WBGene00007970	-1.649657963	-0.771988609	-1.01167814	1.530943701	1.00E+00	NA	protein_coding	C36A4.10	C36A4.10	FALSE	0	1.81	0.72	0.49	NA	NA	NA	NA	NA		
WBGene00016333	-0.594958384	-0.543338634	-1.011805096	1022.838418	1.00E+00	1.00E+00	protein_coding	C32F10.8	C32F10.8	FALSE	40.7	61.53	42.2	30.47	10691.20548	0.071115147	0.523790039	152.081	159.759		
WBGene00013400	-2.106191647	-2.238270868	-1.011965373	1.497532857	1.00E+00	NA	protein_coding	Y62H9A.12	Y62H9A.12	FALSE	0	0.41	0	0.14	63.82396716	0.34894231	0.148699807	2.13	2.718		
WBGene00020655	-0.64197017	0.224112962	-1.012142635	1.830812666	9.57E-01	NA	protein_coding	T21E12.3	T21E12.3	FALSE	0.09	0.19	0.24	0.05	82.53233327	7.160915737	4.52E-51	0.035	4.626		
WBGene00219745	-2.750228209	-0.833120604	-1.012376784	6.374536882	1.00E+00	1.00E+00	lincRNA		linc-90	FALSE	0	1.23	0.62	0.52	NA	NA	NA	NA	NA		
WBGene00016971	-0.688774054	-0.727990215	-1.012472287	653.0311762	1.00E+00	1.00E+00	protein_coding	toe-2	toe-2	FALSE	20.74	33.53	20.22	16.58	2768.757684	-0.799557418	8.43E-18	45.986	26.427		
WBGene00009923	-0.460982374	-0.855469179	-1.012947937	119.6523549	1.00E+00	1.00E+00	protein_coding	F52B5.7	F52B5.7	FALSE	7.22	9.97	5.47	4.9	152.3271479	-1.71701035	1.84E-27	6.969	2.136		
WBGene00019115	-1.714775528	-0.846725343	-1.012961386	4.806392475	1.00E+00	1.00E+00	protein_coding	nhr-195	nhr-195	FALSE	0.07	0.4	0.2	0.17	1.347617193	0.892352893	0.455996296	0.022	0.041		
WBGene00015258	-0.59872375	-1.155346129	-1.013265009	1.511443343	1.00E+00	NA	protein_coding	B0554.5	B0554.5	FALSE	0.06	0.13	0.03	0.03	5.094598006	0.568928939	0.580503336	0.079	0.116		
WBGene00009488	-0.689565382	-2.825465426	-1.013576296	37.11242375	1.00E+00	1.00E+00	protein_coding	oac-20	oac-20	FALSE	1.25	2.07	0.26	0.99	38.86586051	0.573919288	0.674655219	0.407	0.612		
WBGene00077701	-2.20502262	-2.041774442	-1.013722203	20.86614485	1.00E+00	1.00E+00	protein_coding	poml-3	poml-3	FALSE	0.48	2.6	0.57	1.25	40.16227776	1.005818489	0.141001989	0.675	1.353		
WBGene00019952	-0.730388336	-0.3352439	-1.013789336	9.886845362	1.00E+00	1.00E+00	protein_coding	fbxb-74	fbxb-74	FALSE	0.46	0.83	0.64	0.38	0.673080402	2.356397035	0.255453034	0.002	0.026		
WBGene00012635	-1.639745454	-0.725413187	-1.013920734	12.08880808	1.00E+00	1.00E+00	protein_coding	Y38H8A.1	Y38H8A.1	FALSE	0.41	1.49	0.86	0.68	1.952891206	-1.298406239	0.230097569	0.089	0.037		
WBGene00014090	-1.769374643	-1.593217369	-1.014207378	47.18376254	1.00E+00	1.00E+00	protein_coding	ZK822.2	ZK822.2	FALSE	3.4	12.01	3.87	5.85	173.8092187	1.225344355	1.21E-05	5.302	12.398		
WBGene00220191	0.585781704	-0.524146324	-1.014251905	1.254390764	1.00E+00	NA	snoRNA		Y65B4BR.12	FALSE	1.2	0.62	0.27	0	0.404806373	-1.266131558	0.635851058	0.129	0.024		
WBGene00009927	0.59169843	0.016723732	-1.014386018	6.867066026	1.00E+00	1.00E+00	protein_coding	F52B11.5	F52B11.5	FALSE	1.92	1.26	1.27	0.54	6.132993098	-0.817341869	0.16989233	0.391	0.227		
WBGene00009023	-1.792414257	-2.849879446	-1.014731199	20.17790396	1.00E+00	1.00E+00	protein_coding	F21G4.1	F21G4.1	FALSE	0.32	1.28	0.14	0.6	15.7104268	1.468148675	0.010857939	0.105	0.295		
WBGene00003000	-1.172363881	-1.667532196	-1.014746607	10.52555881	1.00E+00	1.00E+00	protein_coding	lin-11	lin-11	FALSE	0.37	0.91	0.25	0.42	59.67374638	1.058435647	5.10E-09	0.753	1.57		
WBGene00000282	-2.493197801	-2.086011115	-1.014870884	183.128544	1.00E+00	1.00E+00	protein_coding	cah-4	cah-4	FALSE	3.88	23.7	5.44	11.59	228.5924857	0.534325415	0.198979638	4.746	6.874		
WBGene00009800	-1.062132233	-1.231206222	-1.014967341	20.20144313	1.00E+00	1.00E+00	protein_coding	rrc-1	rrc-1	FALSE	0.42	0.92	0.37	0.44	13.72341497	-0.770570039	0.069773929	0.191	0.112		
WBGene00021114	-1.183756456	-0.288536854	-1.015020153	63.7379778	1.00E+00	1.00E+00	protein_coding	W09C3.7	W09C3.7	FALSE	3.76	8.95	7.31	4.36	4329.124889	3.749965633	3.01E-131	19.647	264.848		
WBGene00019436	-3.273338717	-1.128371068	-1.015298398	4.83830049	1.00E+00	1.00E+00	protein_coding	K06A9.2	K06A9.2	FALSE	0	0.41	0.16	0.18	59.76803856	0.985940165	0.00385465	0.638	1.27		
WBGene00021188	-2.491537448	-2.719569078	-1.015884914	5.763771573	1.00E+00	1.00E+00	protein_coding	Y13C8A.1	Y13C8A.1	FALSE	0.29	2.92	0.26	1.32	3.361287897	-4.956487837	1.60E-05	0.617	0		
WBGene00013796	0.639454775	0.577532055	-1.015924876	15.90392755	5.16E-01	1.00E+00	protein_coding	Y116A8C.19	Y116A8C.19	FALSE	2.97	1.91	2.94	0.88	NA	NA	NA	NA	NA		
WBGene00001090	-1.632280454	-1.42777603	-1.016211959	527.4936463	1.00E+00	1.00E+00	protein_coding	drh-1	drh-1	FALSE	6.25	19.45	7.21	9.6	3046.667224	-0.137929421	0.446949265	28.773	26.151		
WBGene00013074	-1.579276554	-1.271041201	-1.016762023	39.25331269	1.00E+00	1.00E+00	protein_coding	hmit-1.2	hmit-1.2	FALSE	0.71	2.21	0.89	1.07	15.10865171	0.695215032	0.471204163	0.152	0.247		
WBGene00001705	1.481721115	1.742019824	-1.01685847	8.705979461	8.28E-02	1.00E+00	protein_coding	grd-16	grd-16	FALSE	1.09	0.35	1.38	0.13	1.398821521	1.308996734	0.206919739	0.02	0.048		
WBGene00019412	-1.278228007	-0.48922775	-1.017167965	13.0930273	1.00E+00	1.00E+00	protein_coding	fbxb-49	fbxb-49	FALSE	0.33	0.87	0.6	0.4	NA	NA	NA	NA	NA		
WBGene00017984	-2.229923126	-2.180210995	-1.017616564	1399.9579	1.00E+00	1.00E+00	protein_coding	F32D1.5	F32D1.5	FALSE	43.17	203.88	44.83	100.55	13621.6754	-0.86195761	2.29E-07	430.878	236.992		
WBGene00019472	-2.267221716	-1.260133746	-1.017714655	16.24271191	1.00E+00	1.00E+00	protein_coding	cyp-35B1	cyp-35B1	FALSE	0.17	1	0.39	0.47	NA	NA	NA	NA	NA		
WBGene00014103	-2.56291077	-1.272021835	-1.018395796	2.486697803	1.00E+00	1.00E+00	protein_coding	best-26	best-26	FALSE	0	0.33	0.09	0.13	1150.291826	8.962540164	1.15E-285	0.105	51.761		
WBGene00016128	-0.882961207	-0.86601435	-1.018441872	207.1236673	1.00E+00	1.00E+00	protein_coding	elpc-4	elpc-4	FALSE	13.03	24.2	13.22	11.88	2298.816309	-0.130305473	0.28920976	65.235	59.622		
WBGene00018639	-3.215175665	-2.794892465	-1.018774834	3.195977243	1.00E+00	1.00E+00	protein_coding	tbc-16	tbc-16	FALSE	0	0.31	0.02	0.13	2.033773748	0.672414416	0.647146608	0.019	0.031		
WBGene00003738	-2.50469574	-2.459062287	-1.0189772	349.7475418	1.00E+00	1.00E+00	protein_coding	nid-1	nid-1	FALSE	1.86	10.75	1.93	5.28	679.651368	0.892993687	2.70E-07	2.818	5.234		
WBGene00019692	-0.104106048	0.278398328	-1.019190478	601.1577636	7.43E-02	1.00E+00	protein_coding	M01A10.1	M01A10.1	FALSE	28.13	30.24	36.7	14.88	1932.345437	-0.21348612	0.003375821	32.275	27.831		
WBGene00013807	-0.865827425	-1.017879778	-1.019367621	94.2066376	1.00E+00	1.00E+00	protein_coding	Y116A8C.30	Y116A8C.30	FALSE	10.99	20.17	9.89	9.87	1100.21528	0.176556422	0.158617864	48.908	55.286		
WBGene00003002	-1.840399437	-1.447611961	-1.019430718	3742.98009	1.00E+00	1.00E+00	protein_coding	lin-13	lin-13	FALSE	19.01	68.26	24.99	33.64	9201.327581	0.383946256	0.091186676	32.797	42.808		
WBGene00021748	-1.314552187	-1.065460012	-1.019735051	286.79918	1.00E+00	1.00E+00	protein_coding	Y50D4C.3	Y50D4C.3	FALSE	6.3	15.76	7.51	7.76	1951.991989	-0.284749681	0.007776932	27.598	22.658		
WBGene00019043	-3.367655741	-1.450821482	-1.019846975	4.787707902	1.00E+00	1.00E+00	protein_coding	fbxc-26	fbxc-26	FALSE	0	0.69	0.21	0.3	1.274278664	-3.131831817	0.02225628	0.059	0.003		
WBGene00012018	-2.8872079	-2.510060978	-1.01990553	2661.442	1.00E+00	1.00E+00	protein_coding	T25C12.3	T25C12.3	FALSE	8.29	62.26	10.85	30.62	435.8833604	0.502197854	0.653946641	1.637	2.332		
WBGene00008260	-1.717876476	-0.967194017	-1.019908765	22.72370658	1.00E+00	1.00E+00	protein_coding	C52G5.2	C52G5.2	FALSE	1.11	3.94	1.95	1.88	30.29669213	0.381254134	0.627665033	1.022	1.325		
WBGene00045253	-0.949026099	-0.897389928	-1.020117609	5.554566183	1.00E+00	1.00E+00	protein_coding	F46C3.6	F46C3.6	FALSE	0.7	1.57	0.74	0.64	1.016964211	1.184298708	0.45682944	0.047	0.103		
WBGene00010706	-1.191656217	-0.458730403	-1.020124201	2.218656357	1.00E+00	NA	protein_coding	cyp-14A2	cyp-14A2	FALSE	0.06	0.22	0.14	0.07	0.690514827	1.548244781	0.367827272	0.006	0.021		
WBGene00017942	0.476326342	-0.256474889	-1.020688306	2.488720781	1.00E+00	1.00E+00	protein_coding	fbxc-37	fbxc-37	FALSE	0.62	0.42	0.33	0.13	3.220204226	-1.845194473	0.09823673	0.199	0.053		
WBGene00198126	0.993837973	-0.540089663	-1.021096575	1.158618032	1.00E+00	NA	ncRNA		F32G8.9	FALSE	2.23	0.79	0.34	0	NA	NA	NA	NA	NA		
WBGene00220017	0.993837973	-0.540089663	-1.021096575	1.158618032	1.00E+00	NA	snoRNA		K10D2.10	FALSE	1.6	0.57	0.24	0	2.697215582	-2.454232782	0.0118479	0.773	0.133		
WBGene00016684	-0.680417884	-1.904346277	-1.021178372	3.966760788	1.00E+00	1.00E+00	protein_coding	C45G9.13	C45G9.13	FALSE	0.49	0.9	0.14	0.37	NA	NA	NA	NA	NA		
WBGene00017964	0.027041256	1.218953339	-1.021322001	637.3633697	6.36E-19	1.00E+00	protein_coding	F31F7.1	F31F7.1	FALSE	27.45	26.94	62.83	13.25	164.5552094	0.675759962	0.4721498	2.19	3.517		
WBGene00010424	-1.501462919	-1.088584065	-1.021775272	236.8186038	1.00E+00	1.00E+00	protein_coding	H36L18.2	H36L18.2	FALSE	16.91	49.06	22.88	23.94	359.7958236	0.423538829	0.304796193	16.031	21.509		
WBGene00008252	-0.022651123	-0.550816049	-1.021989697	15.78669188	1.00E+00	1.00E+00	protein_coding	C51E3.6	C51E3.6	FALSE	1	1.02	0.68	0.47	117.1620685	6.121500274	3.60E-80	0.06	3.828		
WBGene00004135	-1.512664324	-1.607228562	-1.022499966	23.25403269	1.00E+00	1.00E+00	protein_coding	pqn-48	pqn-48	FALSE	0.88	2.66	0.81	1.27	261.6101833	0.787903164	1.45E-05	5.297	9.163		
WBGene00200598	-1.692904383	-1.145338418	-1.022562475	1.174040165	1.00E+00	NA	ncRNA		C07G2.4	FALSE	0	1.34	0.29	0.35	0.496025414	0.899569964	0.702789596	0.057	0.143		
WBGene00008090	-0.015766951	0.870031743	-1.023089769	2.132921596	6.51E-01	NA	protein_coding	C44C10.10	C44C10.10	FALSE	0.25	0.25	0.67	0	1.7242797	-2.384329209	0.032486949	0.226	0.042		
WBGene00077663	-0.40102485	-0.169380708	-1.023760457	5.025346546	1.00E+00	1.00E+00	protein_coding	F55C9.14	F55C9.14	FALSE	0.44	0.62	0.54	0.25	NA	NA	NA	NA	NA		
WBGene00007908	-0.43161074	-0.397076151	-1.023938841	3.882890059	1.00E+00	1.00E+00	protein_coding	C34B4.3	C34B4.3	FALSE	0.21	0.31	0.22	0.12	7.152185332	0.342833988	0.634012527	0.138	0.179		
WBGene00010456	-2.443683277	-1.736426873	-1.024243818	169.8919177	1.00E+00	1.00E+00	protein_coding	K01C8.1	K01C8.1	FALSE	2.04	11.33	3.36	5.54	96.5841568	0.729420503	0.166074214	1.166	1.932		
WBGene00016249	-0.762498723	-0.895481915	-1.024460815	165.2148268	1.00E+00	1.00E+00	protein_coding	mrpl-32	mrpl-32	FALSE	17.12	29.21	15.64	14.31	1683.064793	0.081362903	0.679538158	74.028	78.327		
WBGene00018643	0.146901015	0.748165355	-1.024524217	22.6850709	2.93E-01	1.00E+00	protein_coding	drd-50	drd-50	FALSE	1.98	1.79	3.09	0.83	2.354022517	-0.237953979	0.880145146	0.084	0.07		
WBGene00001248	-2.37796215	-1.95703148	-1.024752101	43.10949934	1.00E+00	1.00E+00	protein_coding	elp-1	elp-1	FALSE	0.4	2.22	0.55	1.07	53.81887281	1.624476328	4.23E-07	0.279	0.851		
WBGene00007150	-1.48066903	-1.373007893	-1.024851443	3050.88921	1.00E+00	1.00E+00	protein_coding	acly-2	acly-2	FALSE	40.2	112.57	43.39	55.26	11120.44748	-1.504125063	4.36E-18	143.84	50.68		
WBGene00019741	-1.780377693	-1.849380156	-1.025556556	16.76826734	1.00E+00	1.00E+00	protein_coding	nhr-201	nhr-201	FALSE	0.41	1.57	0.39	0.74	3.419158251	0.1655672	0.87504495	0.07	0.077		
